Protein.Group	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	protein	Protein.Names	Genes	group
Q8N4H5	0.02799892480058905	-0.1989884501285583	0.2549862997297364	15.446153606229538	0.2464776863510325	0.8061108538762207	0.8979404782827788	-7.099606482760083	Q8N4H5	TOM5_HUMAN	TOMM5	not significant
P55735	0.019078553069023736	-0.13571382389645856	0.17387093003450602	17.371459794799353	0.24628265233094873	0.8062611507506902	0.8979404782827788	-7.099654941793072	P55735	SEC13_HUMAN	SEC13	not significant
O60264	-0.012506097712847268	-0.1638432102629819	0.13883101483728735	16.699846504551125	-0.16523078400554786	0.8693066139623118	0.9319522348995124	-7.099765988145628	O60264	SMCA5_HUMAN	SMARCA5	not significant
Q49A26	0.027440299693713623	-0.1961413454623124	0.25102194484973966	15.863563047428299	0.2452396342332017	0.8070650442893684	0.8984969182983997	-7.099913444911095	Q49A26	GLYR1_HUMAN	GLYR1	not significant
Q9H4G4	-0.029440486083638265	-0.6848774973261857	0.6259965251589092	17.379914542124357	-0.08981080813114825	0.9287306744976862	0.9639865313854719	-7.100080189587179	Q9H4G4	GAPR1_HUMAN	GLIPR2	not significant
Q8TEX9	-0.01727993414549904	-0.15869004137786508	0.12413017308686698	18.287176828072138	-0.2441740958923541	0.8078865105418113	0.8992419395514394	-7.100176398757538	Q8TEX9	IPO4_HUMAN	IPO4	not significant
O14936	0.015847645318432406	-0.15530881873631291	0.18700410937317774	16.44134600401187	0.18507402370122367	0.8537728004325325	0.922499480306355	-7.100192137053808	O14936	CSKP_HUMAN	CASK	not significant
P21266	0.01505844241892389	-0.17689663728866892	0.20701352212651672	16.72267969205955	0.1569062721064461	0.8758434687074019	0.9355636690515312	-7.1002554545044205	P21266	GSTM3_HUMAN	GSTM3	not significant
Q6PML9	-1.4062358964631727e-4	-0.19096878848009285	0.19068754130080023	15.791553601039071	-0.0014734326710650876	0.9988291609408355	0.9993367820627773	-7.100331379325263	Q6PML9	ZNT9_HUMAN	SLC30A9	not significant
P23497	-0.03077577680086259	-0.2839354544346886	0.22238390083296344	16.835010577223944	-0.2429139446598046	0.8088582915897908	0.8999843764373219	-7.100485904244078	P23497	SP100_HUMAN	SP100	not significant
Q9NX40	-0.010754094628808653	-0.09933732816037227	0.07782913890275497	19.596244801127852	-0.2425829546107584	0.8091135887464749	0.9000988613932341	-7.100566933581676	Q9NX40	OCAD1_HUMAN	OCIAD1	not significant
Q9NVD7	0.017914295077028117	-0.1302461603968011	0.1660747505508573	17.655222037686514	0.24160469857007671	0.8098682525315057	0.9005991149408911	-7.100805774828644	Q9NVD7	PARVA_HUMAN	PARVA	not significant
P42025	0.017714559482610578	-0.12958949259121702	0.16501861155643818	16.960235335173586	0.24029991665924416	0.8108750923975204	0.9012096905720278	-7.1011228380733025	P42025	ACTY_HUMAN	ACTR1B	not significant
Q13464	0.013433435347258414	-0.09837186217863983	0.12523873287315665	18.787873375184716	0.24008369403560417	0.811041972392002	0.901225567064377	-7.101175214845554	Q13464	ROCK1_HUMAN	ROCK1	not significant
Q9HAV7	0.02284828894242376	-0.16760481595066745	0.213301393835515	16.8882368082029	0.23971962075394007	0.8113229829578702	0.9012387832054867	-7.101263299941252	Q9HAV7	GRPE1_HUMAN	GRPEL1	not significant
Q9BYD3	-0.02365649241971181	-0.22088487389866424	0.1735718890592406	15.895593875063748	-0.23967288176305895	0.8113590603290844	0.9012387832054867	-7.101274598463038	Q9BYD3	RM04_HUMAN	MRPL4	not significant
O75663	-0.013494069587306033	-0.23399681584581297	0.2070086766712009	15.083615738177889	-0.12244442835073088	0.902961535147516	0.948605570724593	-7.1018140181442595	O75663	TIPRL_HUMAN	TIPRL	not significant
P28482	0.020158709044694193	-0.14989891851256404	0.19021633660195242	16.759580525333885	0.23686699885355753	0.8135256426856894	0.9024572587719161	-7.101948854040579	P28482	MK01_HUMAN	MAPK1	not significant
Q6NSJ0	-0.020170552367931437	-0.19138915393629088	0.151048049200428	15.475883518732969	-0.23539910253078555	0.8146596727136112	0.9025993225424839	-7.102298432704475	Q6NSJ0	MYORG_HUMAN	MYORG	not significant
P61204;P84077	-0.01606919586895051	-0.15263591887728947	0.12049752713938847	20.81771934669709	-0.23511872226305633	0.8148763270905053	0.9025993225424839	-7.102364958356164	P61204;P84077	ARF1_HUMAN;ARF3_HUMAN	ARF1;ARF3	not significant
P0DP23;P0DP24;P0DP25	-0.017623709187452357	-0.1680324149328984	0.1327849965579937	17.993904877980345	-0.23413282242974293	0.8156382628649768	0.9032738759573511	-7.102598253751902	P0DP23;P0DP24;P0DP25	CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN	CALM1;CALM2;CALM3	not significant
P11279	0.03079182091564814	-0.23377444678215525	0.29535808861345153	18.89875258193125	0.23256205613343087	0.8168525711643755	0.9036430511980729	-7.102967925619051	P11279	LAMP1_HUMAN	LAMP1	not significant
Q13586	0.012916094834099575	-0.0980831117862359	0.12391530145443504	17.527577170057143	0.2325141069933691	0.8168896461812583	0.9036430511980729	-7.102979171132872	Q13586	STIM1_HUMAN	STIM1	not significant
P16083	0.023768360189083317	-0.18138724433515957	0.2289239647133262	19.15337455474593	0.2315014904314992	0.8176727148268883	0.9042432193359512	-7.10321611949147	P16083	NQO2_HUMAN	NQO2	not significant
Q96EK7	-0.005792661207800596	-0.28457483088669805	0.2729895084710969	13.644076981219122	-0.04155975666879071	0.9669871095377741	0.9833004783694941	-7.103248627414961	Q96EK7	F120B_HUMAN	FAM120B	not significant
A6NDG6	-0.025143243769039376	-0.24286367140085086	0.19257718386277212	14.964987641567825	-0.23075976297716616	0.81824641992209	0.9044662841212546	-7.103389025765451	A6NDG6	PGP_HUMAN	PGP	not significant
O00170	-0.023865547941543584	-0.23146260733997728	0.18373151145689012	16.093909519818652	-0.22971437301056946	0.8190551685016918	0.9050214827260975	-7.1036317791649	O00170	AIP_HUMAN	AIP	not significant
Q8N2U0	0.024850821462669283	-0.1919069498708478	0.24160859279618638	16.272878803842868	0.22908889060783483	0.8195391568914394	0.905386880022604	-7.10377649831333	Q8N2U0	TM256_HUMAN	TMEM256	not significant
Q8N9N7	-0.005920488790245892	-0.25303419113673453	0.24119321355624276	13.297915948657721	-0.04792041788554383	0.9619382034902798	0.9800692227963335	-7.103818838663819	Q8N9N7	LRC57_HUMAN	LRRC57	not significant
Q9P260	0.002124775301725529	-0.20751301443036085	0.2117625650338119	14.664311502434316	0.020265532828075614	0.9838974416426409	0.9917901161190368	-7.103944330459667	Q9P260	RELCH_HUMAN	RELCH	not significant
A6NMZ7	0.021392173354108035	-0.16712581980035413	0.2099101665085702	16.815844595547812	0.226746221286659	0.8213525014502779	0.9063799817257584	-7.104315025765483	A6NMZ7	CO6A6_HUMAN	COL6A6	not significant
Q15942	-0.016224478190873356	-0.15985601561357812	0.1274070592318314	18.24341831041596	-0.22571420192198624	0.8221516475072697	0.9068643798762829	-7.104550510535888	Q15942	ZYX_HUMAN	ZYX	not significant
P27169	-0.019426501056975357	-0.19147798910747324	0.15262498699352253	21.28936741767515	-0.22561818948347168	0.8222260045328051	0.9068643798762829	-7.104572363992817	P27169	PON1_HUMAN	PON1	not significant
Q9Y2L5	-0.017745161763054743	-0.28468919489954736	0.24919887137343788	14.7770364353401	-0.1329151037024067	0.8946963447229814	0.9452730969470355	-7.1046284599782235	Q9Y2L5	TPPC8_HUMAN	TRAPPC8	not significant
P60891	-0.0031048339653265058	-0.2386993139782049	0.23248964604755187	17.731869681122465	-0.02635043927611761	0.9790635111928264	0.9892812826526659	-7.10463126826997	P60891	PRPS1_HUMAN	PRPS1	not significant
P18283	0.002134775231274103	-0.16588540303890195	0.17015495350145018	17.322218106805366	0.02540418715749786	0.9798151793133161	0.9892827531763217	-7.104655989931285	P18283	GPX2_HUMAN	GPX2	not significant
Q96IU4	0.016358402030812055	-0.12882727978554548	0.16154408384716956	22.488245802690496	0.22514123592234112	0.8225954063950467	0.9068643798762829	-7.104680786125949	Q96IU4	ABHEB_HUMAN	ABHD14B	not significant
P61160	0.014679800661037079	-0.11570031854502941	0.14505991986710357	18.210828763499862	0.22498146550072504	0.8227191580387951	0.9068643798762829	-7.104717054269295	P61160	ARP2_HUMAN	ACTR2	not significant
Q9Y547	-0.014462595130865733	-0.23730233127812836	0.2083771410163969	15.685176240212744	-0.1297261780054885	0.897201447827378	0.9464712162615065	-7.105056623071505	Q9Y547	IFT25_HUMAN	HSPB11	not significant
Q14165	0.01265769930479519	-0.10186572487576467	0.12718112348535507	20.62866840383016	0.22085051005782874	0.8259203862516205	0.9095442478467407	-7.105645863145705	Q14165	MLEC_HUMAN	MLEC	not significant
Q8NHP1	0.026082647760872223	-0.2103933894532566	0.26255868497500107	19.55300104790944	0.2203953839619776	0.8262732624163881	0.9095681160543656	-7.105747143240829	Q8NHP1	ARK74_HUMAN	AKR7L	not significant
Q6UW02	-0.014113693711311595	-0.14228477777437	0.11405739035174682	17.83675071735025	-0.22003338888137458	0.8265539563037267	0.9095681160543656	-7.1058275497637	Q6UW02	CP20A_HUMAN	CYP20A1	not significant
P49411	-0.009951382218100685	-0.10039575699906785	0.08049299256286647	23.438518115620994	-0.2198567496663878	0.8266909320081094	0.9095681160543656	-7.105866737041951	P49411	EFTU_HUMAN	TUFM	not significant
Q14738	-0.015616066684209107	-0.15756225216598627	0.12633011879756803	21.820105904541272	-0.21982945617502334	0.8267120973552039	0.9095681160543656	-7.105872789279883	Q14738	2A5D_HUMAN	PPP2R5D	not significant
P18085	-0.010487399985822604	-0.10605826203534877	0.08508346206370357	21.03351555404909	-0.21927053976856897	0.8271455498833507	0.9097060740430295	-7.105996562086339	P18085	ARF4_HUMAN	ARF4	not significant
O15484	-0.013111206350375715	-0.24363198477300713	0.2174095720722557	15.736465171716095	-0.11384084099921386	0.9097555359815919	0.9524935641743099	-7.106068551069233	O15484	CAN5_HUMAN	CAPN5	not significant
Q8N4C8	0.01738813901450367	-0.14161140647474058	0.17638768450374792	16.50030725225666	0.21852200551333756	0.8277261398594384	0.9101751223254224	-7.106161833205528	Q8N4C8	MINK1_HUMAN	MINK1	not significant
Q04323	0.023505338319361812	-0.1923239358974952	0.2393346125362188	15.692316912826064	0.21761764846555476	0.8284277201416271	0.9105523446219503	-7.106360756169562	Q04323	UBXN1_HUMAN	UBXN1	not significant
Q12931	0.011726037546934291	-0.09609076431472574	0.11954283940859434	23.65223960095999	0.21732154906876325	0.8286574580191809	0.9105523446219503	-7.106425707387288	Q12931	TRAP1_HUMAN	TRAP1	not significant
P82650	-0.021229526391378442	-0.21793212363428027	0.17547307085152336	15.962388016345454	-0.2156592885535853	0.8299474522996675	0.9112873924780608	-7.1067886950975865	P82650	RT22_HUMAN	MRPS22	not significant
Q9BV79	0.017486508559521545	-0.14455888763138702	0.17953190475043013	16.46943538359733	0.21562760776078302	0.8299720426920909	0.9112873924780608	-7.106795586204585	Q9BV79	MECR_HUMAN	MECR	not significant
Q86VM9	0.016930820612910354	-0.22560425021092176	0.2594658914367425	17.040153855892587	0.13953317978195073	0.8894794160128181	0.9430766840052006	-7.107650716834633	Q86VM9	ZCH18_HUMAN	ZC3H18	not significant
P12235	-0.011152267715430224	-0.11681538418325274	0.0945108487523923	18.97281462035821	-0.21090055733557644	0.83364304120178645	0.9137891242274964	-7.107812470751048	P12235	ADT1_HUMAN	SLC25A4	not significant
Q96A65	-0.015658567602726062	-0.16434178783251768	0.13302465262706553	15.939415968660287	-0.21043987245161036	0.834001006319186	0.9140118655262781	-7.107910369789602	Q96A65	EXOC4_HUMAN	EXOC4	not significant
Q8IV08	-0.026711148513974537	-0.2813927054320034	0.2279704084040543	17.513238116279993	-0.20957188649674888	0.8346755514888604	0.9145814113345472	-7.1080942425545715	Q8IV08	PLD3_HUMAN	PLD3	not significant
P30419	-0.01426407715071264	-0.15132387684720533	0.12279572254578004	17.096388315909344	-0.20795604213901336	0.8359316175238529	0.9147697115241571	-7.108434519013958	P30419	NMT1_HUMAN	NMT1	not significant
Q9NXA8	0.011459347956917157	-0.10004231517979251	0.12296101109362681	18.008570526465597	0.20536031335824978	0.8379502860731454	0.9159604644730698	-7.108975640509884	Q9NXA8	SIR5_HUMAN	SIRT5	not significant
Q9NVA2	-0.01016642424581909	-0.10935527549142013	0.08902242699978194	18.738016276697458	-0.2048063063786963	0.8383812728947675	0.9161840867107851	-7.109090253256994	Q9NVA2	SEP11_HUMAN	SEPTIN11	not significant
O75131	0.025657215233609653	-0.22504372908029702	0.2763581595475163	18.744248265843996	0.20449914872460373	0.8386202459801056	0.9161840867107851	-7.10915366467516	O75131	CPNE3_HUMAN	CPNE3	not significant
Q9Y5K6	0.014455522499396979	-0.1281878899549682	0.15709893495376212	16.182598111053913	0.20249767024728915	0.8401777972803158	0.9173766076423637	-7.1095645340559654	Q9Y5K6	CD2AP_HUMAN	CD2AP	not significant
P05062	-0.012993955865085085	-0.14160698487572929	0.11561907314555911	26.4921760010841	-0.2018805027664332	0.8406582068223706	0.9177314915883403	-7.10969041391668	P05062	ALDOB_HUMAN	ALDOB	not significant
O95573	0.012586166708840146	-0.11223912279337811	0.1374114562110584	17.842994996602492	0.20147856767872452	0.8409711099319781	0.9179034143888861	-7.109772187811419	O95573	ACSL3_HUMAN	ACSL3	not significant
P42226	-0.015267541764276046	-0.16713219549464303	0.13659711196609092	17.384480139982593	-0.20088632289438046	0.8414322144155482	0.9182370026493399	-7.109892383707834	P42226	STAT6_HUMAN	STAT6	not significant
Q14204	-0.0065071769134827425	-0.0720047155130588	0.05899036168609332	21.54155569301958	-0.19852060572655358	0.8432746466772679	0.9193333494612602	-7.110368980176088	Q14204	DYHC1_HUMAN	DYNC1H1	not significant
P05164	0.02890273240960445	-0.45843728686322377	0.5162427516824327	17.58808286940584	0.11854434898032556	0.9060181597119494	0.949927791808765	-7.110384136141404	P05164	PERM_HUMAN	MPO	not significant
P61960	0.013629760560703535	-0.12363574011860687	0.15089526124001393	18.36955834700544	0.1984105609073794	0.8433603715918133	0.9193333494612602	-7.110391012515802	P61960	UFM1_HUMAN	UFM1	not significant
P07954	-0.011042840647381414	-0.12319341540208621	0.10110773410732339	22.96275274807345	-0.1967511404743616	0.8446532899068016	0.919468640249285	-7.11072176987296	P07954	FUMH_HUMAN	FH	not significant
Q9P209	0.01337407260097876	-0.12273811590441036	0.14948626110636787	17.59899494842522	0.19633811467667797	0.8449751609509022	0.919468640249285	-7.110803663368664	Q9P209	CEP72_HUMAN	CEP72	not significant
P46734	-0.021997200906297077	-0.2472969843030925	0.20330258249049832	15.15081780567715	-0.19509431037589522	0.8459446176039608	0.919468640249285	-7.1110492428925225	P46734	MP2K3_HUMAN	MAP2K3	not significant
Q14376	-0.013816296730978854	-0.15540923250805413	0.1277766390460964	18.329142550554387	-0.1949790824706314	0.8460344416408278	0.919468640249285	-7.1110719148559225	Q14376	GALE_HUMAN	GALE	not significant
O15143	-0.017392749766003638	-0.19593001945256047	0.1611445199205532	17.489350827821482	-0.1946602678505986	0.8462829790581913	0.919468640249285	-7.1111345743321985	O15143	ARC1B_HUMAN	ARPC1B	not significant
A1L0T0	0.013457382854947053	-0.12485643693769294	0.15177120264758703	18.21962384016066	0.19441644141569212	0.8464730687158295	0.9194905175346126	-7.11118242659736	A1L0T0	HACL2_HUMAN	ILVBL	not significant
P05198	-0.01068673719532259	-0.12096017420584662	0.09958669981520143	19.277726115042217	-0.1936476252449239	0.8470725057508014	0.9194922810817205	-7.11133291872275	P05198	IF2A_HUMAN	EIF2S1	not significant
Q32P44	0.013707999349816292	-0.12846373830611207	0.15587973700574465	22.19888731863824	0.19266319610260968	0.8478401859550124	0.919791355299468	-7.11152474650908	Q32P44	EMAL3_HUMAN	EML3	not significant
Q9Y4P3	0.01341777088019121	-0.12664948554030697	0.15348502730068941	17.043689576147006	0.19141752941953136	0.8488117969154468	0.920676303504615	-7.111766079951301	Q9Y4P3	TBL2_HUMAN	TBL2	not significant
P11142	-0.006799653570527405	-0.07792852523713395	0.06432921809607914	24.005808543233734	-0.191019992746705	0.8491219222154106	0.9207438147728875	-7.111842768941085	P11142	HSP7C_HUMAN	HSPA8	not significant
O14880	0.013178107209758878	-0.12473381964635294	0.15109003406587068	20.091930661434738	0.19093659214848088	0.8491869875141833	0.9207438147728875	-7.111858837581237	O14880	MGST3_HUMAN	MGST3	not significant
Q9NPJ3	-0.020332572346798375	-0.23356228577698923	0.19289714108339245	20.39717719010346	-0.19053842013939168	0.8494976374360758	0.9207438147728875	-7.111935456040507	Q9NPJ3	ACO13_HUMAN	ACOT13	not significant
O75881	0.005303856459437583	-0.18653030969351211	0.1971380226123873	15.468769703502492	0.05526368410345389	0.95610542761673	0.9776963962578691	-7.112008130672704	O75881	CP7B1_HUMAN	CYP7B1	not significant
Q06124	0.011738635408718933	-0.11266566287537896	0.13614293369281683	17.014010407646875	0.18854724241308582	0.8510514929590959	0.9217324147675183	-7.112316212349766	Q06124	PTN11_HUMAN	PTPN11	not significant
P11717	-0.007960510012502968	-0.16844288624174333	0.15252186621673738	16.23179621514104	-0.09914882611999061	0.9213387837865574	0.9591797738486529	-7.112514962036685	P11717	MPRI_HUMAN	IGF2R	not significant
Q9NVV4	0.018898685046117785	-0.18267595199536862	0.22047332208760417	15.453318751345023	0.1873413553225864	0.8519928195563656	0.9221621285064998	-7.112544861553818	Q9NVV4	PAPD1_HUMAN	MTPAP	not significant
Q9Y316	0.016428642202038726	-0.15908439174238193	0.1919416761464594	19.644209037178495	0.18703817427288869	0.8522295195038052	0.9221621285064998	-7.112602117421436	Q9Y316	MEMO1_HUMAN	MEMO1	not significant
O00499	-0.00921177581756054	-0.19725233258014296	0.17882878094502186	15.4597102752567	-0.09791875023636656	0.9223114984387453	0.9593469020393147	-7.112637300892817	O00499	BIN1_HUMAN	BIN1	not significant
Q8TF72	0.016009984579683917	-0.15635164638111704	0.18837161554048487	16.299504760110576	0.18560440344321397	0.8533490793883454	0.922499480306355	-7.112871630786468	Q8TF72	SHRM3_HUMAN	SHROOM3	not significant
P19387	-0.00309464239829923	-0.22257463965227425	0.21638535485567578	13.404428303728135	-0.02819227445995682	0.9776004798363719	0.9889116332516555	-7.113145061983628	P19387	RPB3_HUMAN	POLR2C	not significant
P10515	-0.012995502545490813	-0.15411910442857146	0.12812809933758984	18.898892159373943	-0.18400574519195595	0.8545977482107722	0.9232219317601648	-7.113169696140153	P10515	ODP2_HUMAN	DLAT	not significant
P13716	-0.011896967112334551	-0.14137307782927272	0.11757914360460363	22.33092181972978	-0.1836050290473538	0.8549107953624906	0.9233912138644604	-7.113244004828932	P13716	HEM2_HUMAN	ALAD	not significant
Q8NCN5	0.011408477299391836	-0.112914951082772	0.13573190568155566	16.466702746168753	0.18336340353571848	0.8550995691595205	0.9234262306557192	-7.113288733586482	Q8NCN5	PDPR_HUMAN	PDPR	not significant
